primary_fuel
Hydro
Solar
Coal
Coal
Coal
Gas
Waste
Gas
Wind
Wind
Gas
Wind
Wind
Gas
Wind
Wind
Gas
Gas
Hydro
Wind
Gas
Hydro
Wind
Gas
Gas
Solar
Oil
Solar
Waste
Wind
Solar
Oil
Hydro
Hydro
Gas
Wind
Wind
Coal
Coal
Coal
Solar
Gas
Gas
Biomass
Hydro
Oil
Waste
Wind
Wind
Wind
Gas
Gas
Gas
Solar
Gas
Hydro
Solar
Solar
Solar
Oil
Gas
Hydro
Gas
Gas
Solar
Waste
Waste
Waste
Hydro
Hydro
Oil
Solar
Solar
Wind
Coal
Oil
Gas
Wind
Wind
Gas
Hydro
Gas
Solar
Gas
Gas
Coal
Hydro
Gas
Waste
Solar
Hydro
Waste
Waste
Wind
Solar
Solar
Solar
Wind
Wind
Hydro
Waste
Wind
Gas
Wind
Wind
Gas
Solar
Solar
Solar
Coal
Waste
Waste
Waste
Oil
Wind
Solar
Hydro
Oil
Gas
Biomass
Biomass
Biomass
Waste
Gas
Gas
Hydro
Hydro
Hydro
Gas
Gas
Biomass
Oil
Wind
Gas
Gas
Gas
Hydro
Solar
Hydro
Gas
Gas
Gas
Wind
Solar
Oil
Coal
Hydro
Oil
Gas
Gas
Gas
Gas
Gas
Gas
Gas
Wind
Wind
Wind
Solar
Hydro
Hydro
Hydro
Hydro
Solar
Waste
Oil
Oil
Gas
Gas
Gas
Hydro
Wind
Gas
Hydro
Coal
Solar
Solar
Wind
Gas
Oil
Hydro
Hydro
Coal
Coal
Waste
Waste
Wind
Gas
Hydro
Biomass
Waste
Solar
Oil
Biomass
Biomass
Gas
Hydro
Hydro
Oil
Gas
Gas
Gas
Coal
Gas
Wind
Wind
Gas
Gas
Solar
Waste
Gas
Wind
Gas
Gas
Wind
Oil
Biomass
Wind
Wind
Coal
Waste
Solar
Coal
Coal
Biomass
Wind
Gas
Gas
Coal
Wind
Hydro
Hydro
Gas
Wind
Biomass
Solar
Gas
Gas
Gas
Oil
Hydro
Oil
Waste
Solar
Oil
Wind
Gas
Solar
Solar
Hydro
Solar
Gas
Solar
Solar
Wind
Hydro
Gas
Gas
Hydro
Gas
Gas
Hydro
Gas
Gas
Solar
Waste
Gas
Solar
Solar
Hydro
Gas
Gas
Gas
Biomass
Biomass
Gas
Hydro
Gas
Gas
Oil
Oil
Biomass
Gas
Biomass
Oil
Waste
Coal
Hydro
Waste
Hydro
Oil
Waste
Waste
Biomass
Waste
Solar
Gas
Gas
Solar
Hydro
Oil
Solar
Hydro
Solar
Wind
Oil
Waste
Waste
Gas
Wind
Wind
Gas
Gas
Gas
Waste
Biomass
Waste
Oil
Coal
Biomass
Wind
Wind
Solar
Waste
Solar
Biomass
Solar
Gas
Solar
Solar
Gas
Gas
Biomass
Gas
Solar
Gas
Waste
Gas
Wind
Coal
Oil
Coal
Hydro
Waste
Waste
Gas
Gas
Gas
Hydro
Hydro
Waste
Oil
Hydro
Gas
Wind
Gas
Gas
Gas
Gas
Waste
Hydro
Hydro
Biomass
Hydro
Hydro
Hydro
Hydro
Solar
Hydro
Gas
Solar
Solar
Coal
Gas
Biomass
Biomass
Biomass
Gas
Gas
Gas
Wind
Coal
Oil
Hydro
Gas
Wind
Wind
Wind
Hydro
Gas
Solar
Gas
Oil
Oil
Hydro
Waste
Oil
Solar
Solar
Waste
Solar
Gas
Solar
Hydro
Solar
Oil
Gas
Gas
Wind
Waste
Waste
Hydro
Hydro
Gas
Waste
Wind
Waste
Wind
Waste
Coal
Gas
Hydro
Waste
Gas
Coal
Wind
Wind
Hydro
Gas
Solar
Gas
Gas
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Gas
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Gas
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Gas
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Wind
Wind
Wind
Wind
Hydro
Gas
Oil
Gas
Gas
Hydro
Gas
Gas
Hydro
Gas
Hydro
Gas
Gas
Hydro
Hydro
Gas
Gas
Gas
Solar
Oil
Gas
Gas
Gas
Oil
Gas
Gas
Oil
Gas
Coal
Oil
Oil
Gas
Gas
Oil
Gas
Oil
Gas
Gas
Gas
Solar
Oil
Oil
Gas
Gas
Oil
Gas
Oil
Hydro
Oil
Oil
Oil
Gas
Oil
Oil
Gas
Gas
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Gas
Gas
Oil
Gas
Oil
Gas
Gas
Gas
Gas
Gas
Gas
Gas
Solar
Oil
Oil
Gas
Gas
Gas
Solar
Solar
Gas
Solar
Solar
Solar
Solar
Gas
Gas
Gas
Gas
Gas
Gas
Gas
Gas
Gas
Gas
Gas
Gas
Solar
Gas
Gas
Gas
Oil
Gas
Biomass
Gas
Gas
Gas
Wind
Oil
Oil
Hydro
Wind
Waste
Gas
Oil
Hydro
Nuclear
Gas
Gas
Gas
Oil
Waste
Wind
Gas
Hydro
Gas
Wind
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Gas
Waste
Waste
Waste
Solar
Waste
Coal
Gas
Hydro
Solar
Gas
Oil
Wind
Hydro
Gas
Biomass
Wind
Gas
Wind
Waste
Gas
Nuclear
Nuclear
Wind
Wind
Wind
Solar
Waste
Wind
Wind
Oil
Gas
Oil
Gas
Oil
Gas
Gas
Gas
Oil
Hydro
Hydro
Hydro
Hydro
Hydro
Gas
Hydro
Gas
Hydro
Gas
Hydro
Hydro
Solar
Hydro
Hydro
Gas
Gas
Gas
Hydro
Hydro
Gas
Hydro
Gas
Hydro
Hydro
Hydro
Solar
Gas
Hydro
Solar
Hydro
Hydro
Hydro
Hydro
Coal
Hydro
Hydro
Hydro
Hydro
Coal
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Coal
Coal
Hydro
Coal
Coal
Hydro
Oil
Oil
Oil
Oil
Oil
Oil
Biomass
Hydro
Biomass
Oil
Hydro
Hydro
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Hydro
Hydro
Biomass
Biomass
Biomass
Hydro
Oil
Hydro
Gas
Hydro
Oil
Hydro
Wind
Biomass
Oil
Oil
Oil
Biomass
Biomass
Oil
Biomass
Biomass
Hydro
Hydro
Wind
Wind
Wind
Nuclear
Nuclear
Hydro
Biomass
Oil
Oil
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Oil
Coal
Coal
Oil
Biomass
Wind
Hydro
Hydro
Biomass
Oil
Oil
Waste
Hydro
Wind
Wind
Hydro
Gas
Hydro
Wind
Biomass
Hydro
Hydro
Gas
Hydro
Hydro
Hydro
Hydro
Oil
Oil
Oil
Oil
Hydro
Solar
Hydro
Hydro
Oil
Hydro
Wind
Oil
Biomass
Oil
Biomass
Biomass
Oil
Oil
Wind
Gas
Hydro
Hydro
Hydro
Wind
Hydro
Oil
Wind
Hydro
Waste
Biomass
Hydro
Hydro
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Gas
Waste
Oil
Oil
Oil
Hydro
Oil
Solar
Wind
Wind
Wind
Oil
Oil
Oil
Oil
Oil
Oil
Gas
Oil
Wind
Wind
Wind
Wind
Wind
Biomass
Wind
Wind
Wind
Wind
Wind
Gas
Oil
Hydro
Hydro
Coal
Oil
Oil
Oil
Oil
Oil
Biomass
Oil
Oil
Oil
Solar
Oil
Oil
Oil
Oil
Hydro
Oil
Biomass
Wind
Wind
Wind
Wind
Gas
Hydro
Biomass
Biomass
Oil
Wind
Hydro
Waste
Gas
Wind
Wind
Gas
Oil
Hydro
Hydro
Hydro
Biomass
Hydro
Hydro
Hydro
Biomass
Hydro
Hydro
Hydro
Hydro
Wind
Biomass
Hydro
Oil
Oil
Hydro
Biomass
Hydro
Oil
Gas
Biomass
Biomass
Oil
Hydro
Biomass
Hydro
Oil
Hydro
Biomass
Hydro
Oil
Biomass
Oil
Oil
Biomass
Hydro
Gas
Oil
Oil
Oil
Biomass
Biomass
Biomass
Biomass
Biomass
Biomass
Biomass
Biomass
Waste
Gas
Oil
Hydro
Hydro
Hydro
Biomass
Hydro
Oil
Oil
Wind
Hydro
Wind
Biomass
Biomass
Biomass
Oil
Oil
Oil
Hydro
Wind
Hydro
Wind
Biomass
Gas
Biomass
Coal
Oil
Gas
Oil
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Biomass
Oil
Hydro
Oil
Oil
Hydro
Hydro
Wind
Hydro
Biomass
Biomass
Hydro
Oil
Biomass
Oil
Oil
Oil
Oil
Oil
Oil
Biomass
Oil
Oil
Oil
Biomass
Gas
Oil
Oil
Oil
Gas
Oil
Biomass
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Biomass
Oil
Oil
Gas
Waste
Hydro
Gas
Biomass
Hydro
Hydro
Hydro
Oil
Hydro
Oil
Biomass
Hydro
Biomass
Hydro
Hydro
Biomass
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Wind
Hydro
Oil
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Hydro
Hydro
Hydro
Wind
Hydro
Wind
Wind
Wind
Wind
Wind
Wind
Hydro
Oil
Oil
Hydro
Gas
Gas
Hydro
Oil
Oil
Oil
Biomass
Wind
Oil
Wind
Biomass
Biomass
Oil
Hydro
Wind
Wind
Wind
Wind
Gas
Hydro
Wind
Hydro
Biomass
Hydro
Oil
Biomass
Hydro
Wind
Coal
Hydro
Wind
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Biomass
Oil
Hydro
Wind
Oil
Biomass
Hydro
Hydro
Oil
Wind
Wind
Wind
Oil
Biomass
Biomass
Gas
Hydro
Oil
Oil
Oil
Oil
Oil
Oil
Biomass
Gas
Hydro
Hydro
Wind
Hydro
Hydro
Hydro
Hydro
Oil
Hydro
Biomass
Biomass
Hydro
Oil
Oil
Oil
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Biomass
Oil
Oil
Oil
Oil
Oil
Oil
Gas
Gas
Hydro
Biomass
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Biomass
Oil
Biomass
Hydro
Hydro
Solar
Biomass
Biomass
Gas
Oil
Biomass
Biomass
Biomass
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Oil
Oil
Oil
Oil
Oil
Hydro
Gas
Biomass
Hydro
Biomass
Hydro
Hydro
Oil
Oil
Hydro
Wind
Wind
Wind
Wind
Wind
Oil
Oil
Oil
Hydro
Biomass
Oil
Biomass
Biomass
Biomass
Hydro
Hydro
Biomass
Biomass
Biomass
Gas
Biomass
Hydro
Wind
Wind
Wind
Wind
Biomass
Oil
Gas
Oil
Biomass
Biomass
Hydro
Hydro
Biomass
Biomass
Biomass
Biomass
Oil
Biomass
Hydro
Oil
Wind
Oil
Hydro
Biomass
Oil
Oil
Oil
Oil
Biomass
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Gas
Oil
Hydro
Biomass
Biomass
Biomass
Oil
Gas
Hydro
Biomass
Biomass
Biomass
Oil
Biomass
Biomass
Biomass
Oil
Oil
Oil
Biomass
Biomass
Hydro
Wind
Wind
Biomass
Oil
Biomass
Hydro
Wind
Wind
Wind
Hydro
Hydro
Wind
Hydro
Hydro
Hydro
Hydro
Biomass
Biomass
Biomass
Oil
Coal
Coal
Coal
Biomass
Wind
Biomass
Hydro
Hydro
Hydro
Wind
Oil
Oil
Hydro
Hydro
Hydro
Oil
Wind
Oil
Oil
Biomass
Gas
Hydro
Hydro
Hydro
Hydro
Hydro
Oil
Oil
Oil
Biomass
Hydro
Hydro
Biomass
Biomass
Wind
Biomass
Biomass
Oil
Oil
Hydro
Hydro
Wind
Hydro
Biomass
Biomass
Biomass
Biomass
Wind
Hydro
Biomass
Biomass
Biomass
Biomass
Biomass
Biomass
Biomass
Biomass
Hydro
Biomass
Hydro
Biomass
Hydro
Oil
Oil
Hydro
Hydro
Oil
Oil
Hydro
Biomass
Wind
Biomass
Hydro
Hydro
Oil
Wind
Hydro
Wind
Wind
Wind
Wind
Biomass
Wind
Hydro
Hydro
Hydro
Oil
Oil
Biomass
Gas
Oil
Oil
Biomass
Oil
Oil
Gas
Oil
Biomass
Oil
Biomass
Biomass
Oil
Oil
Oil
Hydro
Oil
Hydro
Hydro
Wind
Wind
Wind
Biomass
Biomass
Gas
Gas
Gas
Biomass
Biomass
Biomass
Hydro
Hydro
Hydro
Hydro
Biomass
Oil
Oil
Biomass
Biomass
Hydro
Hydro
Oil
Hydro
Hydro
Hydro
Hydro
Wind
Oil
Hydro
Hydro
Biomass
Biomass
Hydro
Hydro
Wind
Oil
Oil
Hydro
Hydro
Wind
Wind
Wind
Wind
Wind
Gas
Hydro
Oil
Oil
Oil
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Hydro
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Hydro
Biomass
Hydro
Oil
Hydro
Wind
Hydro
Hydro
Hydro
Wind
Wind
Wind
Hydro
Wind
Wind
Wind
Wind
Wind
Oil
Oil
Hydro
Gas
Hydro
Biomass
Hydro
Oil
Oil
Oil
Biomass
Coal
Biomass
Hydro
Biomass
Wind
Hydro
Hydro
Biomass
Oil
Biomass
Oil
Solar
Hydro
Hydro
Gas
Oil
Hydro
Wind
Hydro
Hydro
Oil
Hydro
Hydro
Hydro
Oil
Biomass
Biomass
Hydro
Oil
Oil
Hydro
Hydro
Hydro
Hydro
Hydro
Oil
Hydro
Hydro
Hydro
Hydro
Hydro
Biomass
Biomass
Hydro
Hydro
Hydro
Oil
Hydro
Oil
Gas
Oil
Oil
Oil
Oil
Oil
Oil
Hydro
Wind
Biomass
Oil
Hydro
Biomass
Hydro
Wind
Hydro
Biomass
Hydro
Oil
Biomass
Oil
Oil
Oil
Oil
Oil
Gas
Biomass
Hydro
Hydro
Oil
Oil
Gas
Hydro
Hydro
Hydro
Biomass
Biomass
Oil
Hydro
Hydro
Hydro
Gas
Hydro
Hydro
Oil
Oil
Oil
Oil
Wind
Hydro
Oil
Biomass
Oil
Solar
Wind
Wind
Hydro
Biomass
Biomass
Biomass
Oil
Hydro
Biomass
Hydro
Hydro
Waste
Biomass
Biomass
Biomass
Hydro
Solar
Solar
Wind
Biomass
Gas
Gas
Gas
Oil
Oil
Hydro
Oil
Oil
Hydro
Oil
Oil
Solar
Gas
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Gas
Oil
Oil
Oil
Oil
Biomass
Biomass
Hydro
Wind
Hydro
Biomass
Biomass
Wind
Wind
Wind
Wind
Hydro
Oil
Biomass
Gas
Gas
Oil
Hydro
Hydro
Hydro
Wind
Hydro
Hydro
Hydro
Wind
Gas
Hydro
Hydro
Hydro
Biomass
Biomass
Oil
Oil
Wind
Hydro
Oil
Biomass
Hydro
Biomass
Gas
Biomass
Biomass
Biomass
Oil
Biomass
Biomass
Biomass
Biomass
Hydro
Hydro
Hydro
Biomass
Oil
Hydro
Hydro
Hydro
Biomass
Waste
Biomass
Oil
Biomass
Hydro
Oil
Oil
Wind
Wind
Wind
Wind
Wind
Hydro
Oil
Oil
Oil
Oil
Hydro
Hydro
Hydro
Biomass
Hydro
Biomass
Hydro
Hydro
Solar
Hydro
Hydro
Hydro
Hydro
Biomass
Biomass
Biomass
Oil
Oil
Oil
Oil
Biomass
Gas
Hydro
Oil
Biomass
Hydro
Hydro
Hydro
Hydro
Biomass
Hydro
Biomass
Oil
Gas
Hydro
Oil
Biomass
Biomass
Hydro
Hydro
Gas
Hydro
Wind
Hydro
Oil
Coal
Coal
Coal
Hydro
Biomass
Hydro
Hydro
Hydro
Hydro
Biomass
Hydro
Oil
Hydro
Hydro
Hydro
Hydro
Gas
Hydro
Biomass
Biomass
Hydro
Wind
Oil
Hydro
Hydro
Oil
Oil
Hydro
Oil
Oil
Biomass
Biomass
Biomass
Oil
Biomass
Biomass
Biomass
Oil
Oil
Oil
Oil
Oil
Hydro
Biomass
Hydro
Hydro
Wind
Hydro
Hydro
Hydro
Hydro
Biomass
Wind
Oil
Oil
Biomass
Oil
Oil
Oil
Oil
Oil
Hydro
Hydro
Gas
Wind
Hydro
Hydro
Hydro
Oil
Hydro
Hydro
Hydro
Biomass
Biomass
Oil
Biomass
Hydro
Gas
Hydro
Hydro
Hydro
Gas
Hydro
Hydro
Biomass
Biomass
Oil
Oil
Oil
Oil
Oil
Hydro
Biomass
Gas
Oil
Oil
Gas
Oil
Oil
Oil
Oil
Oil
Oil
Hydro
Hydro
Wind
Wind
Wind
Wind
Gas
Wind
Hydro
Hydro
Hydro
Biomass
Oil
Hydro
Hydro
Wind
Hydro
Oil
Biomass
Oil
Wind
Biomass
Wind
Wind
Wind
Wind
Oil
Hydro
Oil
Wind
Oil
Biomass
Oil
Hydro
Biomass
Oil
Gas
Gas
Gas
Hydro
Oil
Hydro
Hydro
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Hydro
Hydro
Biomass
Wind
Biomass
Hydro
Hydro
Hydro
Hydro
Wind
Oil
Oil
Oil
Oil
Wind
Oil
Hydro
Hydro
Oil
Oil
Biomass
Hydro
Coal
Oil
Wind
Wind
Biomass
Gas
Wind
Oil
Wind
Wind
Oil
Hydro
Hydro
Hydro
Biomass
Wind
Wind
Gas
Biomass
Hydro
Biomass
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Oil
Oil
Hydro
Biomass
Biomass
Biomass
Biomass
Hydro
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Oil
Oil
Oil
Hydro
Oil
Hydro
Wind
Biomass
Wind
Biomass
Hydro
Oil
Wind
Oil
Biomass
Oil
Biomass
Oil
Biomass
Biomass
Biomass
Oil
Coal
Oil
Oil
Hydro
Hydro
Oil
Biomass
Biomass
Biomass
Hydro
Oil
Oil
Oil
Oil
Biomass
Oil
Oil
Oil
Biomass
Oil
Gas
Gas
Oil
Oil
Wind
Hydro
Solar
Hydro
Oil
Hydro
Biomass
Oil
Hydro
Oil
Biomass
Hydro
Solar
Hydro
Biomass
Hydro
Oil
Hydro
Wind
Oil
Oil
Oil
Oil
Oil
Gas
Gas
Oil
Oil
Gas
Oil
Oil
Oil
Oil
Oil
Hydro
Hydro
Gas
Hydro
Hydro
Oil
Wind
Wind
Hydro
Hydro
Wind
Biomass
Biomass
Oil
Biomass
Oil
Oil
Oil
Oil
Oil
Oil
Gas
Gas
Oil
Oil
Oil
Oil
Oil
Hydro
Hydro
Hydro
Hydro
Hydro
Biomass
Hydro
Wind
Hydro
Hydro
Hydro
Hydro
Oil
Gas
Hydro
Hydro
Biomass
Biomass
Hydro
Solar
Gas
Hydro
Biomass
Hydro
Oil
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Oil
Gas
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Biomass
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Biomass
Biomass
Wind
Oil
Hydro
Biomass
Hydro
Hydro
Hydro
Hydro
Hydro
Biomass
Biomass
Hydro
Wind
Hydro
Wind
Hydro
Hydro
Wind
Wind
Wind
Wind
Hydro
Hydro
Biomass
Hydro
Hydro
Oil
Wind
Wind
Hydro
Hydro
Oil
Biomass
Hydro
Oil
Hydro
Hydro
Biomass
Oil
Gas
Oil
Hydro
Oil
Gas
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Wind
Wind
Biomass
Hydro
Hydro
Biomass
Biomass
Hydro
Hydro
Hydro
Hydro
Biomass
Hydro
Hydro
Hydro
Solar
Solar
Solar
Oil
Wind
Biomass
Oil
Oil
Hydro
Hydro
Hydro
Biomass
Wind
Hydro
Hydro
Biomass
Oil
Oil
Gas
Oil
Gas
Wind
Wind
Wind
Hydro
Hydro
Hydro
Biomass
Oil
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Wind
Wind
Oil
Wind
Hydro
Biomass
Wind
Coal
Coal
Oil
Oil
Biomass
Hydro
Hydro
Wind
Wind
Hydro
Hydro
Oil
Wind
Hydro
Coal
Hydro
Hydro
Biomass
Hydro
Biomass
Oil
Wind
Oil
Oil
Hydro
Hydro
Hydro
Hydro
Biomass
Wind
Hydro
Oil
Oil
Wind
Wind
Wind
Oil
Oil
Oil
Oil
Gas
Wind
Hydro
Biomass
Oil
Hydro
Hydro
Biomass
Oil
Hydro
Gas
Oil
Oil
Oil
Oil
Wind
Wind
Oil
Wind
Wind
Wind
Wind
Wind
Oil
Hydro
Hydro
Hydro
Oil
Hydro
Hydro
Wind
Wind
Wind
Wind
Wind
Biomass
Wind
Biomass
Biomass
Hydro
Biomass
Hydro
Oil
Oil
Hydro
Hydro
Oil
Hydro
Biomass
Hydro
Hydro
Oil
Hydro
Hydro
Hydro
Hydro
Wind
Biomass
Biomass
Hydro
Wind
Hydro
Hydro
Hydro
Hydro
Hydro
Biomass
Hydro
Hydro
Biomass
Hydro
Oil
Hydro
Hydro
Hydro
Oil
Biomass
Hydro
Hydro
Oil
Oil
Oil
Biomass
Oil
Oil
Hydro
Gas
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Wind
Oil
Oil
Oil
Oil
Biomass
Biomass
Oil
Hydro
Biomass
Hydro
Hydro
Biomass
Biomass
Hydro
Wind
Hydro
Hydro
Gas
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Waste
Hydro
Wind
Wind
Oil
Oil
Biomass
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Hydro
Wind
Wind
Wind
Wind
Wind
Wind
Hydro
Hydro
Biomass
Hydro
Biomass
Biomass
Hydro
Hydro
Biomass
Biomass
Oil
Biomass
Hydro
Hydro
Hydro
Biomass
Wind
Biomass
Biomass
Biomass
Biomass
Biomass
Hydro
Biomass
Hydro
Hydro
Hydro
Biomass
Biomass
Hydro
Hydro
Hydro
Biomass
Wind
Biomass
Oil
Biomass
Wind
Wind
Hydro
Biomass
Hydro
Hydro
Oil
Biomass
Hydro
Biomass
Biomass
Biomass
Biomass
Wind
Hydro
Oil
Wind
Hydro
Wind
Oil
Hydro
Wind
Hydro
Biomass
Biomass
Hydro
Wind
Hydro
Oil
Hydro
Hydro
Wind
Oil
Hydro
Hydro
Biomass
Oil
Oil
Hydro
Gas
Wind
Biomass
Oil
Oil
Hydro
Biomass
Hydro
Hydro
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Wind
Hydro
Oil
Wind
Hydro
Hydro
Biomass
Hydro
Solar
Wind
Hydro
Biomass
Oil
Gas
Oil
Oil
Gas
Oil
Oil
Gas
Oil
Oil
Oil
Oil
Oil
Oil
Oil
Gas
Gas
Oil
Biomass
Biomass
Biomass
Hydro
Biomass
Oil
Gas
Gas
Gas
Gas
Gas
Gas
Gas
Oil
Oil
Biomass
Hydro
Hydro
Hydro
Solar
Oil
Oil
Hydro
Hydro
Other
Oil
Biomass
Gas
Gas
Gas
Oil
Oil
Hydro
Biomass
Oil
Oil
Oil
Oil
Gas
Gas
Biomass
Biomass
Hydro
Biomass
Oil
Hydro
Hydro
Hydro
Biomass
Wind
Hydro
Biomass
Hydro
Wind
Hydro
Hydro
Biomass
Biomass
Hydro
Hydro
Coal
Hydro
Hydro
Hydro
Wind
Hydro
Hydro
Biomass
Hydro
Hydro
Biomass
Oil
