name,capacity_mw
Lillgrund,110.0
Lindbyn,11.0
Lottefors,13.6
Malgomaj,10.0
Matfors,21.0
Messaure,463.0
Midskog,155.0
Moforsen,135.0
Morttjarnberget Winf Farm,85.0
Motala,3.7
Munkfors,33.0
Namforsen,115.0
Nas,24.0
Nasudden,10.2
Naverede,70.0
Nederede,16.0
Noppikoski,10.0
Noreborg,3.0
Nya Öresundsverket,440.0
Nyebro,1.4
Olidan,104.0
Oskarshamn,2603.0
Parki,19.0
Parteboda,35.0
Pengfors,69.0
Porjus,430.0
Porsi,282.0
Ringhals,3932.0
Ritsem,304.0
Rottnen,17.0
Rusfors,45.0
Rya,261.0
Seitevare,214.0
Selsfors,61.0
Sillre,11.0
Skallbole,46.0
Skedvi,38.0
Skoga,13.6
Skogaby,12.5
Soderfors,20.0
Spjutmo,35.0
Stadsforsen,142.0
Stalon,130.0
Stenkullafors,57.0
Stensele,54.0
Stenungsund,840.0
Stor-Rotliden,78.0
Storfinnforsen,112.0
Stornorrfors,599.0
Stugun,47.0
Svarthålsforsen,80.0
Sveg,36.0
Tasjo,14.0
Timsfors,2.8
Torpshammar,119.0
Trängslet,300.0
Tuggen,118.0
Uljabuouda,12.0
Umluspen,100.0
Untra,43.0
Uppsala,130.0
Utgrunden,10.5
Vaesteras power station,80.0
Vargfors,134.0
Vargon,35.0
Vartan,130.0
Vietas,325.0
Viforsen,10.0
Vittjarv,33.0
Volgsjofors,20.0
Värme,639.0
​Värtaverket,389.0
Aarau Stadt,16.93
Aarberg,15.2
Ackersand 1,29.2
Airolo,60.0
Albbruck,84.9
Albbruck-Wehrkraftwerk,28.4
Altendorf (Buchs),3.56
Amsteg,120.0
Amsteg-Regulierzentrale,1.73
Ardon,52.0
Arniberg,13.0
Augst,35.0
Bannwil,28.5
Bassecourt,1.03
Bavona,140.0
Beznau,19.5
Beznau-Wehrkraftwerk,6.2
Biasca,324.0
Biaschina,141.0
Bieudron,1285.0
Bitsch (Biel),340.0
Bocki 1,8.7
Bremgarten-Zufikon,20.0
Campo Vallemaggia,1.28
Campocologno 1,50.0
Campocologno 2,1.62
Castasegna,100.0
Cavergno,114.0
Cerentino,1.38
Ceresa 1,2.0
Champsec,8.7
Chancy-Pougny,54.0
Châtelard-Vallorcine,260.5
Courgenay,15.0
Croix,66.0
Dallenwil,18.24
Dietikon,2.94
Eglisau,46.9
Etzelwerk Altendorf,135.0
Felsen,1.45
Felsenau,11.5
Fieschertal,64.0
Filisur,65.0
Fionnay (Dixence),306.0
Fionnay (Mauvoisin),140.0
Fuhren (Gental)  Innertkirchen,10.3
Gabi,11.33
Giessen,1.9
Giumaglio,8.94
Gondo,46.0
Gordola,132.5
Grimsel 1 (Grimselsee),32.5
Grimsel 1 (Oberaarsee),35.3
Grimsel 2,348.0
Grono,37.5
Gurtnellen,6.6
Hackeren,1.2
Hagneck 1 (M3 M4 u. M5),12.7
Handeck 1,100.0
Handeck 3 (Isogyre),55.0
Hinterthal (Muota),8.8
Hospental,2.0
Ilanz 2,49.5
Innertkirchen 2,62.0
Isenthal (Bolzbach),12.0
Kallnach,8.3
Kandergrund,19.0
Kandersteg (Dorf),1.03
Kandersteg (Zilfuri),1.5
Kernkraftwerk Beznau,760.0
Kernkraftwerk Gösgen,1035.0
Kernkraftwerk Leibstadt,1245.0
Kernkraftwerk Mühleberg,390.0
Kleintal (Isenthal),1.18
Klingnau,42.6
Klusi,1.3
La Dernier,28.0
La Goule,5.6
La Peuffeyre,24.0
Ladral,5.1
Laufenburg,110.0
Lavey,90.0
Le Chalet,2.6
Les Moyats,1.6
Lessoc,8.56
Letten,5.0
Leuggelbach,1.0
Limmern,1000.0
Linthal (Limmern),34.4
Linthkraft  Netstal,1.42
Lostallo,25.0
Luchsingen,3.5
Martigny-Bourg,22.0
Martina,84.0
Massaboden,7.2
Matte,1.16
Mels (KW Stoffel),3.3
Montbovon,31.0
Montcherand,15.5
Monthey (Tine),9.8
Mulin,1.6
Nendaz,392.0
Neuendorf,5.2
Neuewelt,1.07
Niederried,15.0
Oberems (Argessa),8.2
Obermatt,31.95
Obermatt-Nebenzentrale,1.97
Oberrickenbach,8.7
Olivone,102.0
Peccia (Sambuco),54.0
Perlen 1 (WTA HF),1.0
Perlen 2 (WTA PF),1.15
Pintrun,6.48
Piottino,72.9
Plons,4.5
Pont de la Tine,10.6
Ponte Brolla,3.1
Pradella,300.0
Pravizin 1 (Bruggwiti),5.0
Realta,26.0
Reckingen,39.5
Reichenau,19.06
Rempen,66.24
Riddes,258.0
Risi,4.5
Ritom,44.0
Safien Platz,90.0
Sahli (Glattalp),9.3
Sainte - Anne,2.9
Sassello,20.8
Schaffhausen,28.9
Schlappin,6.1
Sedrun 1,150.0
Sella,1.93
Seujet,8.7
Siebnen,51.52
Soazza,83.0
Spiez,18.66
Stalden (KWM),185.0
Stalden (Kloster),1.27
Stalvedro (AET),14.0
Stampa,5.0
Stechelberg,4.3
Strick,1.22
Sublin 1,10.61
Tenero-Centrale di dotazione,4.25
Thusis,4.6
Ticinetto,2.9
Tinizong,69.5
Trempel,1.8
Turgi,1.0
Turtmann,23.9
Unteraa (Lungerersee),54.0
Unteraa (Melchaa),12.0
Valeis,1.2
Verbano 1,119.0
Verbois,102.8
Vernayaz (CFF),92.0
Vissoie,50.0
Wernisberg,20.4
Wettingen,25.35
Wettingen-Dotierzentrale,2.1
Windisch,1.59
Wolfenschiessen,6.6
Wynau,12.0
Zermeiggern,74.0
Zervreila,22.0
Al Nasryeh (Nasserieh) OCGT Power Plant Syria,384.0
Al Tayem OCGT Power Plant Syria,100.0
Al-Zara Thermal Power Plant Syria,660.0
Aleppo OCGT Power Plant Syria,30.0
Aleppo Thermal Power Plant Syria,1065.0
Baath Hydroelectric Power Project Syria,75.0
Banias (Baniyas) Refinery Thermal Power Plant,48.0
Banias Thermal Power Plant Syria,680.0
Dier Ali CCGT Power Plant Syria,750.0
Homs Refinery Cogen Power Plant Syria,64.0
Jandar CCGT Power Plant Syria,700.0
Mehardeh Thermal Power Plant Syria,630.0
Swedieh ( Suwaidiyah) OCGT Power Plant Syria,150.0
Taqba (Al-Thawra) Hydroelectric Power Project Syria,800.0
Teshreen (Tishrin) Hydroelectric Power Project Syria,630.0
Teshreen (Tishrin) OCGT Power Project Syria,256.0
Teshreen (Tishrin) Thermal Power Project Syria,400.0
Zayzoun (Zayzun) CCGT Power Plant Syria,544.0
Changbin,96.0
Changhua Coastal,100.0
Changhua power station,271.0
Chiahui,670.0
Chinshan,1272.0
Chuying,2.0
Daguan Erchang,1000.0
Dah-Tarn,4380.0
Datan,14.0
Datan wind,15.1
Ho-Ping power station,1296.0
Houli,1.0
Hsiehho,2000.0
Hsinkang SK power station,361.0
Hsinta (coal),2200.0
Hsinta (gas),2410.0
Jenwu Plant,362.0
Kouhu,5.0
Kuosheng,2040.0
Linkou,300.0
Linkou Wind,6.0
Maanshan,1902.0
Mailao,4200.0
Miaoli,50.0
Ming-Hu,1000.0
Ming-Tan,1602.0
Nanpu (NG),800.0
Penghu,10.0
Sen Jing,9.3
Shimen Wind,3.96
Shuili,13.0
Shuilian,9.5
Star Buck,490.0
Tachiachi,180.0
Taichung,288.0
Taizhong Taichung,5500.0
Talin,550.0
Tunghsiao,1785.0
Yuanshan,18.0
Baipaza,600.0
Dushanbe,430.0
Golovnaya,210.0
Kairakkum,126.0
Khorog,10.0
Nurek,3015.0
Sangtuda 1,700.0
Varzob 1,11.0
Varzob 2,14.4
Yavan,180.0
Hale,21.0
IPTL Tanzania,100.0
Kidatu,204.0
Kihansi,180.0
Mtera,80.0
Mtwara,18.0
Nyakato,63.0
Nyumba ya Mungu,8.0
Pangani Falls,68.0
Tegeta,45.0
Ubungo Gas (Songas),207.5
Akekamai-Ramintra Solar Power Plant,1.0
Amata B Grimm,733.0
Ang Thong,24.0
Ang Thong Solar Power Plant,1.2
B Grimm BIP,230.0
BLCP Power,1346.0
Bamnet Narong - BSE Solar Power Plant,16.0
Bamnet Narong - BSP Solar Power Plant,22.5
Ban Kluai Solar Power Plant,7.4
Bang Ban Solar Power Plant,7.0
Bang Bo,350.0
Bang Lang,72.0
Bang Pakong,4384.0
Bang Sai Solar Power Plant,1.7
Bangchak III,25.0
Bangchak Solar Power Plant,16.0
Bhumibol,744.0
Bo-Thong,8.3
Bowin Clean Energy,132.0
Buri Ram 1 Solar Power Plant,7.4
Buri Ram 2 Solar Power Plant,7.4
Buri Ram 3 Solar Power Plant,7.4
CUP-1,228.0
CUP-2,114.0
Chachoengsao Solar Power Plant,1.3
Cham Phak Phaeo,5.7
Chana,1531.0
Chang Wat A,5.4
Chiang Rai Solar Power Plant,9.5
Chongdan Solar Power Plant,8.0
Chulabhorn,40.0
Chumphon Solar Power Plant,1.0
Di Lang,8.0
Dong Khon Solar Power Plant,7.6
EGCO Cogen,112.0
GSPP 11,272.0
Gheco One power station,660.0
Glow Demin,124.0
Glow Energy Phase 2 Power Plant,258.0
Glow Energy Phase 5 Power Plant,412.0
Glow Energy power complex,526.0
Glow IPP,713.0
Had Siao,8.0
Hat Yai Solar Power Plant,1.0
Horseshoe Point,12.0
Huaihaeng,5.7
Huay Bong,207.0
Huay Kachao Solar Power Plant,5.0
Kaeng Khoi 2,1468.0
Khan Rai - BSP Solar Power Plant,4.5
Khanom,748.0
Khao Yai Solar Power Plant,1.0
Khao Yao Solar Power Plant,10.0
Khok Thai Solar Power Plant,12.7
Khon Kaen 1 Solar Power Plant,6.1
Khon Kaen 10 Solar Power Plant,7.4
Khon Kaen 2 Solar Power Plant,7.4
Khon Kaen 3 Solar Power Plant,7.4
Khon Kaen 4 Solar Power Plant,7.4
Khon Kaen 5 Solar Power Plant,7.4
Khon Kaen 6 Solar Power Plant,7.4
Khon Kaen 7 Solar Power Plant,7.4
Khon Kaen 8 Solar Power Plant,7.4
Khon Kaen 9 Solar Power Plant,7.4
Khon Kaen Sugar Power Plant Co  Ltd. (Project ),20.0
Khonburi Sugar Public Company Limited,22.0
Khorat III,7.6
Korat 1 Solar Power Plant,6.1
Korat 2 Solar Power Plant,6.1
Korat 3 Solar Power Plant,6.1
Korat 4 Solar Power Plant,6.1
Korat 5 Solar Power Plant,7.4
Korat 6 Solar Power Plant,7.4
Korat 7 Solar Power Plant,6.1
Korat 8 Solar Power Plant,7.4
Korat 9 Solar Power Plant,7.4
Krabi,340.0
Kui Buri Solar Power Plant,10.0
Laem Chabang,159.0
Lam Ta Khong,1000.0
Lam Ta Khong,3.0
Lampang Solar Power Plant,90.0
Lan Krabue,150.0
Loei 1 Solar Power Plant,6.1
Loei 2 Solar Power Plant,7.4
Lopburi - AJ Solar Power Plant,3.7
Lopburi - Absolute Energy Solar Power Plant,8.0
Lopburi - BSP 1 Solar Power Plant,2.0
Lopburi - BSP 4 Solar Power Plant,2.0
Lopburi - BSP 5 Solar Power Plant,2.0
Lopburi - BSP 6 Solar Power Plant,4.0
Lopburi - NED Solar Power Plant,55.0
Lopburi - SAAM 1 Solar Power Plant,2.0
Lopburi - TP Solar Power Plant,3.7
Lopburi SSP,40.0
Lopburi Solar Power Plant,1.0
Mae Chan,9.5
Mae Mah,2400.0
Mitr Phol Bio-Power (Dan Chang) Co.  Ltd. (Project ),27.0
Mitr Phol Bio-Power (Dan Chang) Co.  Ltd. (Project ),10.8
Nakhon Phanom 1 Solar Power Plant,6.1
Nakhon Phanom 2 Solar Power Plant,7.4
Nakhon Phanom 3 Solar Power Plant,7.4
Nakhon Ratchasima - BSP Solar Power Plant,1.0
Nakhon Sawan Solar Power Plant,90.0
Nakhon Sawan Solar Power Plant,1.0
Nakhon Si Thammarat Solar Power Plant,1.0
Nam Phom,710.0
Noen Po Solar Power Plant,5.6
Nong Khae,126.0
Nong Khai 1 Solar Power Plant,7.4
Nong Muang,4.0
Nong On Solar Power Plant,8.0
Nong Saeng,1600.0
Nongkrathum 4 Solar Power Plant,8.0
Nongkrathum 5 Solar Power Plant,8.0
Nongyasai Solar Power Plant,8.0
North Bangkok Power Station,704.0
Pak Mun,136.0
Phanom Thuan Solar Power Plant,8.0
Phetchaburi Solar Power Plant,2.1
Phitsanulok Solar Power Plant,90.0
Phrae Solar Power Plant,1.0
Phran Kratai I,8.0
Phran Kratai II,8.0
Phran Kratai III,8.0
Phran Kratai IV,8.0
Prakhon Chai,50.0
Rajjaprabha,240.0
Ratchaburi (RATCHGEN),3645.0
Ratchaburi Power (RPCL),1400.0
Ratchaphruek Solar Power Plant,1.0
Rayong,1232.0
Roi Et - SPP5 Solar Power Plant,8.0
Rojana Power Plant 1,1600.0
Sa Kaeo,8.0
Saha Patana,122.0
Sai Kyo Solar Power Plant,11.9
Sai Phet Solar Power Plant,35.9
Sai Prapa Solar Power Plant,7.2
Sai Saphan Solar Power Plant,7.0
Sai Sena - Solarta Solar Power Plant,3.0
Sai Tatong Solar Power Plant,1.0
Sai Thong Solar Power Plant,6.1
Sai Yai - Solarco Solar Power Plant,23.8
Sai Yai - Solarta Solar Power Plant,9.7
Sai Yoi Solar Power Plant,3.0
Sakon Nakhon 1 Solar Power Plant,6.1
Sakon Nakhon 2 Solar Power Plant,7.6
Sakrajom Solar Power Plant,8.0
Samut Sakhon,5.0
Saraburi - SPP2 Solar Power Plant,8.0
Saraburi SPP2,9.5
Shera Rooftop,5.0
Si Maha Phot I,8.0
Si Maha Phot II,8.0
Sirikit,500.0
Sisaket - SPP3 Solar Power Plant,8.0
South Bangkok,1691.0
Sri Chula Solar Power Plant,8.0
Srinagarind,720.0
Sriracha,700.0
Surat Thani,244.0
Surat Thani Green Energy Co.  Ltd.,8.8
Surat Thani Solar Power Plant,1.0
Surin 1 Solar Power Plant,7.4
Surin 2 Solar Power Plant,7.4
Surin 3 Solar Power Plant,7.4
Ta Khit Solar Power Plant,7.6
Ta Sang Solar Power Plant,7.6
Takhian - Sonnedix Solar Power Plant,7.5
Tha Maprang,5.5
Tha Muang Solar Power Plant,8.0
Tha Thung,36.0
Tha Tum power station,328.0
Thai Solar Power 1,5.0
Thap Sakae Solar Power Plant,5.0
Thap Tai Solar Power Plant,1.7
The Mall - Bangkapi Solar Power Plant,1.0
The Mall - Ngamwongwan Solar Power Plant,1.0
The Mall - Tha Phra Solar Power Plant,1.0
Tri Energy Power Plant,700.0
Ubon Ratchathani - SPP4 Solar Power Plant,6.0
Ubon Ratchathani Solar Power Plant,1.0
Udon Thani - BSP 2 Solar Power Plant,1.5
Udon Thani - SPCG Solar Power Plant,7.4
Vajiralongkorn,300.0
Wang Luek Solar Power Plant,8.0
Wang Man 1 Solar Power Plant,10.2
Wang Man 2 Solar Power Plant,10.2
Wang Noi,2027.0
Wang Phloeng Solar Power Plant,8.0
Warin Chamraap I,6.0
Warin Chamraap II,6.0
Warin Chamraap III,4.0
Wichian Buri Solar Power Plant,8.0
Lome,101.214
Nangbeto,65.6
Tag-Lpo,28.3
Cove Power Station,65.6
Penal,236.0
Point Lisas,852.0
Port of Spain,260.0
Scarborough,11.0
Union Estate Power Station,720.0
Aroussia,4.8
Bir Mcherga 1,486.0
Bouchemma 1,185.0
Bouherthma,1.2
Feriana 1,236.0
Fernana,1.2
Ghannouch,415.0
Ghannouch,22.0
Goulette,123.0
IPP Rades 2,470.0
Kasseb,1.0
Kasserine,68.0
Korba 1,56.0
Menzel Bourguiba,44.0
Metline,72.0
Nebeur,13.0
Rades A1,700.0
Sfax,44.0
Sidi Daoued,70.0
Sidi Salem,33.0
Sousse A,320.0
Sousse B,364.0
Sousse C,424.0
Sousse D,424.0
Thyna 1,375.0
Tunis - Sud 1,66.0
Zarzis,34.0
Acıpınar,9.1
Adiyaman Hive,10.0
Afşin Elbistan Termik Santrali,2795.0
Akhisar Asunim,19.8
Aksa Antalya Doğalgaz Santrali,1150.0
Aktaş,7.0
Akçaköy,8.5
Alaşehir,45.0
Altınekin,8.4
Altınkaya Dam,700.0
Ambarlı A Doğalgaz Santrali,816.0
Ambarlı B Doğalgaz Santrali,1351.0
Araban,6.6
Askale,5.9
Aslantaş Dam,138.0
Astor,9.0
Atatürk Dam,2400.0
Balabani,50.0
Bandirma 2 Doğalgaz Santrali,607.0
Bandırma Doğalgaz Santrali,931.0
Bandırma Kurşunlu,87.0
Basoren,10.0
Batman Dam,198.0
Baymina Ankara Doğalgaz Santrali,798.0
Berke Dam,510.0
Birecik Dam,672.0
Bolu Göynük power station,270.0
Borçka Dam,300.0
Bosen Bursa Doğalgaz Santrali,264.0
Boyabat Dam,513.0
Bozcaada,10.0
Bozyaka,13.0
Burdur 18,8.3
Burdur 5,4.8
Bursa Doğalgaz Santrali,1432.0
Bursa Doğalgaz Termik Santrali,486.0
Bünyan A,15.0
Büğet A,7.0
Cenal power station,1320.0
Cengiz Enerji Samsun,849.0
Cihanbeyli,12.0
Cine,12.3
Corum,9.4
Cumra Koyuncu,18.5
Dayıcık,6.6
Demercit,9.0
Deniz,24.0
Denizli Karine,7.4
Denizli Prime,14.0
Deriner Dam,670.0
Derinkuyu Güneş,17.0
Devecikonağı Dam,29.0
Dicle Dam,110.0
Dora 3,34.0
Dora 4,17.0
Efeler,114.0
Ekinözü,10.0
Enka Adapazarı Doğalgaz Santrali,770.0
Enka Gebze Doğalgaz Santrali,1595.0
Enka İzmir Doğalgaz Santrali,1520.0
Erdemli,35.0
Erzin Doğalgaz Santrali,904.0
Eskipazar,7.6
EÜAS Ambarlı FO Sant. Istanbul,630.0
EÜAS Hopa Termik Sant. Artvin,50.0
Eğribayat,11.0
Fadilli,4.8
GERES,27.5
Galip Hoca Germencik,47.0
Gaziantep ,25.0
Gezende Dam,159.0
Gökçekaya Dam,278.0
Gümüşköy,13.0
Güzelöz,7.0
Hamitabat Termik Santrali,1156.0
Hasan Uğurlu Dam,500.0
Hirfanlı Dam,128.0
Hıroğlu A,15.0
Ilısu Dam,1200.0
Imamoglu,5.2
Incesu Asunim,3.7
Incesu B,15.0
Kahramanmaraş,19.0
Kaman,4.6
Kangal power station,537.0
Kapidag,28.0
Karakaya Dam,1800.0
Karapinar,4.0
Karkamış Dam,192.0
Kayseri 6,7.0
Kayseri OSB,6.0
Kayseri OSB2,45.0
Keban Dam,1330.0
Kemerköy power station,630.0
Kizildere 2,80.0
Korkuteli,4.5
Kula Manisa,20.6
Kulu,4.0
Kütahya,50.0
Kılıçkaya Dam,124.0
Kızören,18.0
Kızıldere (Zorlu),15.0
Makascı Mühendislik,10.0
Menzelet Dam,248.0
Muratlı Dam,115.0
OMV Samsun Doğalgaz Santrali,887.0
Obruk,4.0
Obruk Dam,202.0
Orhaneli power station,210.0
Osmaniye,135.0
Oymapinar Dam,540.0
Pamukören,68.0
Pamukören 2,23.0
Pinarkent A,5.0
Polat power station,51.0
Samsun1-2,162.6
Sarıoğlan,6.3
Sarıyar Dam,160.0
Savcıllı,11.7
Seyitömer power station,600.0
Sir,284.0
Sivas,19.1
Sizir,4.8
Soma power station,990.0
Suleymanli,5.2
Talas,4.6
Tarsus,4.6
Tokat,40.0
Tunçbilek Kütahya power station,365.0
Turcas Denizli Doğalgaz S.,775.0
Turhal,4.8
Türkoğlu,10.0
Unimar Marmara Ereğlisi Doğalgaz Kombine Çevrim Santrali,478.0
Uzunahmet,4.3
Yakutiye,5.0
Yalnız A,8.0
Yalnız B,30.0
Yatağan power station,630.0
Yemişlik,7.4
YeniFoca,6.6
Yeniba,5.9
Yeniköy power station,420.0
Yesilgolcuk,5.0
Yunus Emre Termik Santrali,145.0
Zonguldak Eren (ZETES),2090.0
Çallıca,6.2
Çan-1 power station,320.0
Çatalan Dam,169.0
Çatalağzı-B power station,314.0
Çayırhan power station,620.0
Çolakoğlu Termik Santrali,190.0
Özlüce Dam,170.0
Ürgüp A,5.0
İsken Sugözü power station,1210.0
İskenderun Atlas Termik Santrali,1200.0
İzdemir Enerji power station,350.0
İzmit İpekkağıt Termik Santrali,16.0
İÇDAŞ Bekirli-2 power station,1200.0
İÇDAŞ Biga Termik Santrali,1200.0
İç Anadolu Doğalgaz Kombine Çevrim Santrali,560.0
Şahinkaya Köyü,8.0
Şanlıurfa OSB Enerji Santrali,146.0
Şeyhömer,5.5
Abadan Power Plant Turkmenistan,371.0
Ashgabat OCGT Power Plant,254.0
Balkanabat OCGT Power Plant Turkmenistan,174.0
Dashoguz OCGT Power Plant Turkmenistan,254.0
Mary Thermal Power Plant Turkmenistan,1685.0
Turkmenbashi Heat and Power Plant Turkmenistan,590.0
Turkmenbashi Oil Refinery OCGT Power Plant Turkmenistan,126.0
Bugoye,11.0
Bujagali Falls,250.0
Ishasha River,10.0
Kabulasoke,24.0
Kakira Sugar Works,12.0
Kiira,205.0
Lugogo Substation,50.0
Mubuku-3,10.5
Narubale,180.0
Soroti,10.0
Tororo,10.0
Bolgrad,34.1
Burshtyn power station,2334.0
Cherkasy power station,180.0
Cherniatka,7.7
Chernihiv power station,200.0
Darnytska power station,150.0
Dneipro HPP 2,1538.0
Dniester,702.0
Dniester (pumped storage),648.0
Dniprodzerzhynsk,357.0
Dobrotvir power station,500.0
Dunayskaya,43.2
Gnatkiv,5.0
Kakhovka,343.0
Kalush power station,240.0
Kaniv,528.0
Karkov CHP-5,540.0
Khmelnytska,2000.0
Kiev,440.0
Kiev (pumped storage),235.0
Kiev CHP-5,1200.0
Kramatorskaya power station,120.0
Kremenchug,625.0
Kryvorizka power station,1764.0
Kurakhov power station,1517.0
Ladyzhyn power station,1800.0
Lazurne,9.5
Limanskaya,43.4
Luhanska,1210.0
Mironovskaya,815.0
Mityaevo,31.6
Nikolayevka,69.8
Nikopol,10.7
Ohotnikovo,76.0
Perovo,86.6
Perovo I,20.0
Perovo II,20.0
Perovo III,20.0
Perovo IV,20.0
Perovo V,25.6
Porogi,4.5
Priozernaya,54.8
Prydniprovska power station,1195.0
Rivne (Rouno),2835.0
Rodnikovoye,7.6
Sambyrska II,7.0
Shargorod,8.0
Sievierodonetsk CHP power station,210.0
Slavyansk power station,600.0
South Ukraine,3000.0
Starobeshivska,1775.0
Starokozache,43.0
Stravchany,4.9
Tashlyk,313.0
Trypilska,1800.0
Vesele,16.0
Vita,13.5
Voznesenk,29.3
Vuglegirska power station,3600.0
Vysokopillya,4.0
Zaporizhia power station,2825.0
Zaporozhye,6000.0
Zmiivska power station,2425.0
Zuevskaya power station,1290.0
APC UAN,2430.0
Ajman,116.0
Al Mirfa Power Company,551.0
"Aweer ""H"" - Ph l",607.0
"Aweer ""H"" - Ph lll",818.0
ESWPC (Fuj F1),861.0
FAPCO (Fuj F2),2114.0
Hamriyah Power Station (HPS),504.0
"Jebel Ali ""D""",1027.0
"Jebel Ali ""E""",616.0
"Jebel Ali ""G""",818.0
"Jebel Ali ""K""",918.0
"Jebel Ali ""L"" - Ph I",969.0
"Jebel Ali ""L"" - Ph ll",1393.0
"Jebel Ali ""M""",2060.0
Khorfakkan Station (KHPS),144.0
Layyah Power Station (LPS),911.0
MBRSP} II,220.0
MBRSP} IIIA,200.0
MBRSP} IIIB,300.0
Masdar City PV plant,10.0
New Mirfah (MIPCO),1728.0
Shams,100.0
Sheikh Mohammed Bin Rashid Al Maktoum Solar Park Phase 1,10.0
Shuweihat S1,4889.0
TAPCO,2200.0
Taweelah A1,1671.0
Taweelah A2,760.0
Wasit Power Station (WPS),1182.0
zawra,200.0
14 Tullywiggan Road,1.0
289 Finvoy Road,5.9
30 Acres,4.965
A C Shropshire (Farm AD),2.5
A'Chruach,42.6
ABP Ellesmere Abbatoir,1.1
AMBLESTON SOLAR PANELS,6.0
ANP Newport Wind Turbine,2.3
Abbey Farm,9.0
Abbey Fields Farm,5.3
Abbots Ann,7.0
Abbots Ripton,24.66717
Abbots Ripton Solar Farm (ext.),3.9
Abbots moor Farm Anaerobic Digester (Farm AD),1.0
Abergelli,7.68222
Aberporth Solar Farm,1.5
Aberthaw B,1586.0
Aberthaw GT,51.0
Aberthaw Power Station Biomass,35.0
Abhainn Gleann Nam Fiadh,2.0
Achairn,6.2
Achanalt,3.0
Achany,38.0
Acharn Forest Killin Biomass Plant,5.6
Achlachan Wind Farm,10.0
Advanced Manufacturing Research Centre,2.6
Afton Wind Farm,50.0
Agricultural Land at Trecastle,4.0
Aigas,20.0
Aikengall,48.0
Aikengall II  Wester Dod Community Wind Farm,60.8
Airfield Farm (Podington) (Resubmission),8.6
Airfield Farm PV,5.0
Airies Farm,35.0
Airport Road West,1.2
Alan Bartlett & Sons Solar,1.2
Albrighton Solar farm,15.8
Albury Landfill,1.5
Aldi - Cardiff,1.5
Aldi Distribution Centre,1.3
Aldi Distribution Centre - Darlington,1.2
Aldi Distribution Centre - Neston,1.2
Aller Court Farm Solar Park,5.0
Allerton Waste Recovery Park (EfW),27.0
Allerton Waste Recovery Park (Waste AD),1.1
Allington EFW,51.0
Allt Cheanna Mhuir Hydro,1.3
Allt Dearg Wind Farmers LLP,10.8
Allt Fionn - resubmission,2.1
Allt Garbh hydro,1.5
Allt Ladaidh Hydro,1.3
Alltwalis,23.0
Alscot,1.6
Altahullion,26.0
Altahullion Extension,11.7
Altamuskin,7.1
Altamuskin Extension,7.1
Altaveedan Wind Farm,17.9
Alveston Wind Park,6.9
Amcor Flexibles,1.7
An Suidhe,19.3
Andershaw,36.3
Andover Solar Farm,5.0
Anthony Estate Solar Farm - resubmission,4.7
Arden Quarry Landfill,3.1
Ardley EfW,26.0
Ardley Fields Farm Landfill Site,1.8
Ardoch and Over Enoch Wind Farm (Ardoch),7.2
Ardoch and Over Enoch Wind Farm (Over Enoch),4.3
Ardrossan,24.0
Ardrossan Extension,6.0
Ardtalnaig Hydro Scheme (resubmission),2.0
Ardtornish Estate-Upgrade to existing,1.5
Ardwick Railway Goods Yard Incinerator (Newhaven EFW Plant),33.5
Arecleoch,120.0
Ark Hill,6.4
Arkwright Solar Farm,8.0
Arla Dairy Site,5.0
Arlesey Landfill Gas (Extension),2.3
Arlesey Landfill Site,1.1
Armistead Wind Farm,12.0
Arna Wood Solar,6.2
Arnish Moor,3.9
Arpley Landfill Scheme 'A',7.9
Arpley Landfill Scheme 'B',7.9
Arreton A,4.0
Artfield Fell,19.5
Asfordby North,3.8
Ashby,4.954
Ashlawn Farm,6.8
Askern,4.9737
Aspatria,19.0
Aspatria Creamery,5.0
Assel Valley,27.6
Astley Solar Farm,5.0
Aston House Solar Farm,20.0
Atherstone,14.7
Attlebridge Landfill Site,1.3
Auchadaduie Wind Farm,6.9
Auchencarroch Landfill,2.1
Auchencarroch Landfill Extension,2.0
Auchinderran Wind Farm,2.4
Auchinlea Landfill Site,2.3
Auchrobert Wind Farm,36.0
Austrey House Farm,1.5
Aveley,1.2
Aveley Landfill Scheme,2.1
Avenue Farm,7.3
Averhill Farm,5.0
Avondale,4.0
Avondale Quarry (Pilot),2.0
Avonmouth,6.5
Avonmouth Low Carbon Energy Facility - Phase 2,6.5
Avonmouth Port,6.0
Avonmouth Port - extension,9.0
Avonmouth Port II,5.0
Avonmouth Wind Power,8.2
Awre,5.0
Ayshford Court Farm,5.0
B&Q Swindon DC,2.5
BAE Samlesbury Aerodrome,2.0
BH Energy - Biogas (AD),2.1
BIOSSENCE SOLAR PARK,4.5
BMW UK Manufacturing Ltd,3.0
BROWNIELEYS - 3 WIND TURBINES,7.5
BV Dairy  (Farm AD),1.5
Babergh Home Solar Scheme,2.8
Bad a Cheo Wind Farm,26.7
Badachro hydro scheme - resubmission,1.5
Baglan Bay CCGT,520.0
Baglan Bay OCGT,32.3
Baglan Bay Solar Farm - Phase 1,5.0
Bagmoor,16.0
Baillie,52.5
Bake Farm Solar Park,4.99928
Bakers Farm (solar),12.0
Balcas Timber Biomass CHP Plant,2.5
Balderton,20.3
Baldovie,8.3
Balhearty Solar,5.0
Ballinderry Road Solar Phase 1 (Lisburn),13.5
